order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_amount,is_subscription_item,created_at
BS_0045_2024_ITEM_2,BS_0045_2024,BSML_006,1,22.99,19.33,3.66,false,2024-01-18 01:45:30
BS_0046_2024_ITEM_1,BS_0046_2024,BSML_005,1,32.99,30.67,2.32,false,2024-01-14 07:20:03
BS_0046_2024_ITEM_2,BS_0046_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-14 07:20:03
BS_0047_2024_ITEM_1,BS_0047_2024,BSML_001,1,45.99,35.90,10.09,false,2024-01-28 21:12:13
BS_0047_2024_ITEM_2,BS_0047_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-28 21:12:13
BS_0048_2024_ITEM_1,BS_0048_2024,BSML_003,1,24.99,24.48,0.51,false,2024-01-04 12:15:29
BS_0048_2024_ITEM_2,BS_0048_2024,BSML_006,2,22.99,33.14,12.84,false,2024-01-04 12:15:29
BS_0048_2024_ITEM_3,BS_0048_2024,BSML_001,1,45.99,39.59,6.40,false,2024-01-04 12:15:29
BS_0049_2024_ITEM_1,BS_0049_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-23 19:12:36
BS_0050_2024_ITEM_1,BS_0050_2024,BSML_003,1,24.99,24.99,0.00,false,2024-01-15 15:23:42
BS_0051_2024_ITEM_1,BS_0051_2024,BSML_008,1,28.99,25.55,3.44,false,2024-01-17 05:03:56
BS_0051_2024_ITEM_2,BS_0051_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-17 05:03:56
BS_0052_2024_ITEM_1,BS_0052_2024,BSML_008,1,28.99,27.66,1.33,false,2024-01-18 19:11:05
BS_0052_2024_ITEM_2,BS_0052_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-18 19:11:05
BS_0053_2024_ITEM_1,BS_0053_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-25 10:31:58
BS_0053_2024_ITEM_2,BS_0053_2024,BSML_005,1,32.99,28.36,4.63,false,2024-01-25 10:31:58
BS_0054_2024_ITEM_1,BS_0054_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-10 00:05:48
BS_0054_2024_ITEM_2,BS_0054_2024,BSML_007,1,18.99,16.66,2.33,false,2024-01-10 00:05:48
BS_0055_2024_ITEM_1,BS_0055_2024,BSML_002,1,38.99,36.69,2.30,true,2024-01-25 20:24:47
BS_0055_2024_ITEM_2,BS_0055_2024,BSML_004,1,68.99,62.49,6.50,true,2024-01-25 20:24:47
BS_0055_2024_ITEM_3,BS_0055_2024,BSML_006,1,22.99,16.75,6.24,false,2024-01-25 20:24:47
BS_0056_2024_ITEM_1,BS_0056_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-05 12:56:53
BS_0056_2024_ITEM_2,BS_0056_2024,BSML_005,1,32.99,24.48,8.51,false,2024-01-05 12:56:53
BS_0057_2024_ITEM_1,BS_0057_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-07 19:42:33
BS_0058_2024_ITEM_1,BS_0058_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-23 19:35:45
BS_0059_2024_ITEM_1,BS_0059_2024,BSML_004,1,68.99,68.99,0.00,true,2024-01-07 08:18:02
BS_0060_2024_ITEM_1,BS_0060_2024,BSML_004,1,68.99,49.88,19.11,false,2024-01-02 10:56:53
BS_0061_2024_ITEM_1,BS_0061_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-06 11:17:09
BS_0062_2024_ITEM_1,BS_0062_2024,BSML_004,1,68.99,55.91,13.08,false,2024-01-17 22:10:16
BS_0063_2024_ITEM_1,BS_0063_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-14 12:53:59
BS_0063_2024_ITEM_2,BS_0063_2024,BSML_007,1,18.99,16.48,2.51,false,2024-01-14 12:53:59
BS_0064_2024_ITEM_1,BS_0064_2024,BSML_009,1,89.99,72.43,17.56,false,2024-01-19 10:34:16
BS_0064_2024_ITEM_2,BS_0064_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-19 10:34:16
BS_0064_2024_ITEM_3,BS_0064_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-19 10:34:16
BS_0065_2024_ITEM_1,BS_0065_2024,BSML_004,1,68.99,63.67,5.32,true,2024-01-07 21:40:09
BS_0065_2024_ITEM_2,BS_0065_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-07 21:40:09
BS_0066_2024_ITEM_1,BS_0066_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-29 10:06:20
BS_0067_2024_ITEM_1,BS_0067_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-25 10:05:35
BS_0067_2024_ITEM_2,BS_0067_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-25 10:05:35
BS_0068_2024_ITEM_1,BS_0068_2024,BSML_002,1,38.99,38.99,0.00,true,2024-01-22 17:40:33
BS_0069_2024_ITEM_1,BS_0069_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-16 14:29:13
BS_0069_2024_ITEM_2,BS_0069_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-16 14:29:13
BS_0070_2024_ITEM_1,BS_0070_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-26 19:30:25
BS_0071_2024_ITEM_1,BS_0071_2024,BSML_002,1,38.99,36.46,2.53,false,2024-01-07 00:24:35
BS_0071_2024_ITEM_2,BS_0071_2024,BSML_004,1,68.99,67.93,1.06,true,2024-01-07 00:24:35
BS_0072_2024_ITEM_1,BS_0072_2024,BSML_002,1,38.99,33.87,5.12,true,2024-01-09 08:46:40
BS_0073_2024_ITEM_1,BS_0073_2024,BSML_002,1,38.99,38.99,0.00,true,2024-01-08 00:01:23
BS_0074_2024_ITEM_1,BS_0074_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-07 23:53:06
BS_0074_2024_ITEM_2,BS_0074_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-07 23:53:06
BS_0075_2024_ITEM_1,BS_0075_2024,BSML_003,1,24.99,24.99,0.00,false,2024-01-05 10:27:27
BS_0075_2024_ITEM_2,BS_0075_2024,BSML_001,2,45.99,91.98,0.00,true,2024-01-05 10:27:27
BS_0076_2024_ITEM_1,BS_0076_2024,BSML_005,1,32.99,30.55,2.44,false,2024-01-27 23:08:06
BS_0076_2024_ITEM_2,BS_0076_2024,BSML_008,1,28.99,22.96,6.03,false,2024-01-27 23:08:06
BS_0077_2024_ITEM_1,BS_0077_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-22 23:25:41
BS_0077_2024_ITEM_2,BS_0077_2024,BSML_008,1,28.99,21.25,7.74,false,2024-01-22 23:25:41
BS_0078_2024_ITEM_1,BS_0078_2024,BSML_002,1,38.99,33.98,5.01,false,2024-01-20 11:38:24
BS_0078_2024_ITEM_2,BS_0078_2024,BSML_003,1,24.99,24.76,0.23,true,2024-01-20 11:38:24
BS_0078_2024_ITEM_3,BS_0078_2024,BSML_001,1,45.99,40.46,5.53,false,2024-01-20 11:38:24
BS_0079_2024_ITEM_1,BS_0079_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-17 17:37:48
BS_0080_2024_ITEM_1,BS_0080_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-11 19:37:42
BS_0080_2024_ITEM_2,BS_0080_2024,BSML_009,1,89.99,66.79,23.20,false,2024-01-11 19:37:42
BS_0081_2024_ITEM_1,BS_0081_2024,BSML_001,1,45.99,37.04,8.95,false,2024-01-13 06:09:17
BS_0081_2024_ITEM_2,BS_0081_2024,BSML_006,1,22.99,19.24,3.75,false,2024-01-13 06:09:17
BS_0082_2024_ITEM_1,BS_0082_2024,BSML_003,1,24.99,22.26,2.73,false,2024-01-22 06:38:28
BS_0083_2024_ITEM_1,BS_0083_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-10 16:17:36
BS_0083_2024_ITEM_2,BS_0083_2024,BSML_005,1,32.99,30.85,2.14,false,2024-01-10 16:17:36
BS_0084_2024_ITEM_1,BS_0084_2024,BSML_009,1,89.99,82.05,7.94,false,2024-01-28 10:52:26
BS_0084_2024_ITEM_2,BS_0084_2024,BSML_002,1,38.99,35.07,3.92,false,2024-01-28 10:52:26
BS_0085_2024_ITEM_1,BS_0085_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-12 09:34:39
BS_0085_2024_ITEM_2,BS_0085_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-12 09:34:39
BS_0085_2024_ITEM_3,BS_0085_2024,BSML_005,1,32.99,26.83,6.16,false,2024-01-12 09:34:39
BS_0086_2024_ITEM_1,BS_0086_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-13 19:09:03
BS_0087_2024_ITEM_1,BS_0087_2024,BSML_004,1,68.99,55.31,13.68,true,2024-01-26 07:46:18
BS_0088_2024_ITEM_1,BS_0088_2024,BSML_001,1,45.99,45.99,0.00,true,2024-01-14 20:20:16
BS_0089_2024_ITEM_1,BS_0089_2024,BSML_006,1,22.99,22.46,0.53,false,2024-01-27 00:56:44
BS_0089_2024_ITEM_2,BS_0089_2024,BSML_004,1,68.99,63.59,5.40,false,2024-01-27 00:56:44
BS_0089_2024_ITEM_3,BS_0089_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-27 00:56:44
BS_0090_2024_ITEM_1,BS_0090_2024,BSML_004,1,68.99,57.57,11.42,false,2024-01-12 01:02:25
BS_0090_2024_ITEM_2,BS_0090_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-12 01:02:25
BS_0091_2024_ITEM_1,BS_0091_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-24 16:35:52
BS_0091_2024_ITEM_2,BS_0091_2024,BSML_004,1,68.99,58.12,10.87,false,2024-01-24 16:35:52
BS_0092_2024_ITEM_1,BS_0092_2024,BSML_003,1,24.99,19.89,5.10,false,2024-01-30 01:48:31
BS_0093_2024_ITEM_1,BS_0093_2024,BSML_004,1,68.99,63.05,5.94,false,2024-01-07 11:29:40
BS_0093_2024_ITEM_2,BS_0093_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-07 11:29:40
BS_0094_2024_ITEM_1,BS_0094_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-12 05:45:29
BS_0094_2024_ITEM_2,BS_0094_2024,BSML_007,1,18.99,18.54,0.45,false,2024-01-12 05:45:29
BS_0095_2024_ITEM_1,BS_0095_2024,BSML_009,2,89.99,135.78,44.20,false,2024-01-30 07:45:35
BS_0095_2024_ITEM_2,BS_0095_2024,BSML_002,2,38.99,71.24,6.74,true,2024-01-30 07:45:35
BS_0095_2024_ITEM_3,BS_0095_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-30 07:45:35
BS_0096_2024_ITEM_1,BS_0096_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-19 10:22:21
BS_0096_2024_ITEM_2,BS_0096_2024,BSML_004,1,68.99,68.99,0.00,false,2024-01-19 10:22:21
BS_0097_2024_ITEM_1,BS_0097_2024,BSML_001,1,45.99,43.70,2.29,false,2024-01-24 03:02:22
BS_0098_2024_ITEM_1,BS_0098_2024,BSML_004,1,68.99,68.99,0.00,true,2024-01-15 18:14:58
BS_0099_2024_ITEM_1,BS_0099_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-08 07:38:43
BS_0100_2024_ITEM_1,BS_0100_2024,BSML_004,1,68.99,64.42,4.57,false,2024-01-25 21:15:02
BS_0100_2024_ITEM_2,BS_0100_2024,BSML_005,1,32.99,25.18,7.81,false,2024-01-25 21:15:02
BS_0101_2024_ITEM_1,BS_0101_2024,BSML_006,1,22.99,18.95,4.04,false,2024-01-25 14:24:33
BS_0101_2024_ITEM_2,BS_0101_2024,BSML_001,1,45.99,36.76,9.23,false,2024-01-25 14:24:33
BS_0102_2024_ITEM_1,BS_0102_2024,BSML_009,1,89.99,84.99,5.00,false,2024-01-31 04:37:58
BS_0103_2024_ITEM_1,BS_0103_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-08 05:24:12
BS_0103_2024_ITEM_2,BS_0103_2024,BSML_004,1,68.99,60.09,8.90,true,2024-01-08 05:24:12
BS_0104_2024_ITEM_1,BS_0104_2024,BSML_005,1,32.99,23.39,9.60,false,2024-01-16 19:45:45
BS_0104_2024_ITEM_2,BS_0104_2024,BSML_003,1,24.99,24.43,0.56,false,2024-01-16 19:45:45
BS_0105_2024_ITEM_1,BS_0105_2024,BSML_009,2,89.99,158.47,21.51,false,2024-01-07 17:52:29
BS_0106_2024_ITEM_1,BS_0106_2024,BSML_005,1,32.99,29.51,3.48,false,2024-01-15 15:53:41
BS_0107_2024_ITEM_1,BS_0107_2024,BSML_009,1,89.99,86.17,3.82,false,2024-01-13 10:04:17
BS_0107_2024_ITEM_2,BS_0107_2024,BSML_003,1,24.99,24.83,0.16,true,2024-01-13 10:04:17
BS_0107_2024_ITEM_3,BS_0107_2024,BSML_008,1,28.99,20.61,8.38,false,2024-01-13 10:04:17
BS_0108_2024_ITEM_1,BS_0108_2024,BSML_004,1,68.99,52.02,16.97,true,2024-01-09 18:10:46
BS_0109_2024_ITEM_1,BS_0109_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-03 11:00:54
BS_0109_2024_ITEM_2,BS_0109_2024,BSML_008,1,28.99,27.38,1.61,false,2024-01-03 11:00:54
BS_0110_2024_ITEM_1,BS_0110_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-05 14:10:43
BS_0110_2024_ITEM_2,BS_0110_2024,BSML_002,1,38.99,32.13,6.86,false,2024-01-05 14:10:43
BS_0111_2024_ITEM_1,BS_0111_2024,BSML_008,1,28.99,26.77,2.22,false,2024-01-08 08:34:22
BS_0112_2024_ITEM_1,BS_0112_2024,BSML_009,2,89.99,179.98,0.00,false,2024-01-08 17:37:18
BS_0113_2024_ITEM_1,BS_0113_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-17 07:35:03
BS_0113_2024_ITEM_2,BS_0113_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-17 07:35:03
BS_0114_2024_ITEM_1,BS_0114_2024,BSML_001,1,45.99,36.00,9.99,true,2024-01-14 12:24:21
BS_0114_2024_ITEM_2,BS_0114_2024,BSML_005,1,32.99,28.59,4.40,false,2024-01-14 12:24:21
BS_0115_2024_ITEM_1,BS_0115_2024,BSML_004,1,68.99,65.30,3.69,true,2024-01-10 12:56:18
BS_0116_2024_ITEM_1,BS_0116_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-04 09:46:07
BS_0117_2024_ITEM_1,BS_0117_2024,BSML_004,1,68.99,68.99,0.00,false,2024-01-17 10:42:32
BS_0117_2024_ITEM_2,BS_0117_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-17 10:42:32
BS_0118_2024_ITEM_1,BS_0118_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-31 01:45:26
BS_0118_2024_ITEM_2,BS_0118_2024,BSML_002,1,38.99,36.39,2.60,false,2024-01-31 01:45:26
BS_0118_2024_ITEM_3,BS_0118_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-31 01:45:26
BS_0119_2024_ITEM_1,BS_0119_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-06 09:51:53
BS_0120_2024_ITEM_1,BS_0120_2024,BSML_004,1,68.99,68.99,0.00,false,2024-01-30 18:48:17
BS_0120_2024_ITEM_2,BS_0120_2024,BSML_009,1,89.99,89.99,0.00,false,2024-01-30 18:48:17
BS_0120_2024_ITEM_3,BS_0120_2024,BSML_006,2,22.99,32.35,13.63,false,2024-01-30 18:48:17
BS_0121_2024_ITEM_1,BS_0121_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-11 20:00:24
BS_0121_2024_ITEM_2,BS_0121_2024,BSML_003,1,24.99,18.05,6.94,false,2024-01-11 20:00:24
BS_0122_2024_ITEM_1,BS_0122_2024,BSML_008,1,28.99,28.75,0.24,false,2024-01-03 11:18:55
BS_0123_2024_ITEM_1,BS_0123_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-25 15:56:04
BS_0124_2024_ITEM_1,BS_0124_2024,BSML_008,1,28.99,28.45,0.54,false,2024-01-18 08:31:53
BS_0125_2024_ITEM_1,BS_0125_2024,BSML_002,1,38.99,38.99,0.00,true,2024-01-29 00:00:24
BS_0125_2024_ITEM_2,BS_0125_2024,BSML_001,2,45.99,91.98,0.00,false,2024-01-29 00:00:24
BS_0126_2024_ITEM_1,BS_0126_2024,BSML_001,1,45.99,32.23,13.76,false,2024-01-24 03:27:53
BS_0126_2024_ITEM_2,BS_0126_2024,BSML_006,1,22.99,21.91,1.08,false,2024-01-24 03:27:53
BS_0127_2024_ITEM_1,BS_0127_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-02 00:57:01
BS_0128_2024_ITEM_1,BS_0128_2024,BSML_007,1,18.99,16.26,2.73,false,2024-01-28 23:18:34
BS_0128_2024_ITEM_2,BS_0128_2024,BSML_004,1,68.99,52.47,16.52,false,2024-01-28 23:18:34
BS_0128_2024_ITEM_3,BS_0128_2024,BSML_002,1,38.99,30.14,8.85,true,2024-01-28 23:18:34
BS_0129_2024_ITEM_1,BS_0129_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-20 03:14:08
BS_0130_2024_ITEM_1,BS_0130_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-07 07:00:04
BS_0131_2024_ITEM_1,BS_0131_2024,BSML_008,1,28.99,28.99,0.00,false,2024-01-07 06:25:35
BS_0131_2024_ITEM_2,BS_0131_2024,BSML_007,1,18.99,18.99,0.00,false,2024-01-07 06:25:35
BS_0132_2024_ITEM_1,BS_0132_2024,BSML_002,1,38.99,31.52,7.47,false,2024-01-23 12:16:56
BS_0132_2024_ITEM_2,BS_0132_2024,BSML_003,1,24.99,24.99,0.00,false,2024-01-23 12:16:56
BS_0133_2024_ITEM_1,BS_0133_2024,BSML_002,1,38.99,38.05,0.94,false,2024-01-05 02:39:33
BS_0134_2024_ITEM_1,BS_0134_2024,BSML_009,2,89.99,167.06,12.92,false,2024-01-16 02:20:41
BS_0135_2024_ITEM_1,BS_0135_2024,BSML_009,1,89.99,76.89,13.10,false,2024-01-16 20:59:18
BS_0135_2024_ITEM_2,BS_0135_2024,BSML_002,1,38.99,38.99,0.00,false,2024-01-16 20:59:18
BS_0136_2024_ITEM_1,BS_0136_2024,BSML_005,1,32.99,32.99,0.00,false,2024-01-25 00:15:39
BS_0137_2024_ITEM_1,BS_0137_2024,BSML_002,2,38.99,77.98,0.00,true,2024-01-28 09:28:07
BS_0138_2024_ITEM_1,BS_0138_2024,BSML_003,1,24.99,24.99,0.00,true,2024-01-03 18:51:08
BS_0139_2024_ITEM_1,BS_0139_2024,BSML_008,1,28.99,23.80,5.19,false,2024-01-04 17:22:11
BS_0139_2024_ITEM_2,BS_0139_2024,BSML_007,1,18.99,15.28,3.71,false,2024-01-04 17:22:11
BS_0140_2024_ITEM_1,BS_0140_2024,BSML_001,1,45.99,45.63,0.36,false,2024-01-26 16:43:20
BS_0141_2024_ITEM_1,BS_0141_2024,BSML_009,1,89.99,65.33,24.66,false,2024-01-16 16:26:26
BS_0141_2024_ITEM_2,BS_0141_2024,BSML_006,1,22.99,22.99,0.00,false,2024-01-16 16:26:26
BS_0142_2024_ITEM_1,BS_0142_2024,BSML_003,1,24.99,24.99,0.00,false,2024-01-06 06:52:39
BS_0143_2024_ITEM_1,BS_0143_2024,BSML_001,1,45.99,45.99,0.00,false,2024-01-01 09:48:44
