order_id,customer_id,order_date,order_status,total_amount,subtotal,tax_amount,shipping_amount,discount_amount,payment_method,shipping_address_state,is_subscription_order,subscription_frequency,customer_type,acquisition_channel,created_at,updated_at
BM_0018_2024,CUST_BM_018,1/18/24 10:23,fulfilled,97.19,89.99,7.2,0,0,paypal,MN,FALSE,,new,word_of_mouth,1/18/24 10:23,1/18/24 19:50
BM_0019_2024,CUST_BM_019,1/6/24 0:30,fulfilled,50.48,46.74,3.74,0,8.25,google_pay,OH,FALSE,,new,google_search,1/6/24 0:30,1/6/24 23:23
BM_0020_2024,CUST_BM_020,1/26/24 22:40,fulfilled,103.09,95.45,7.64,0,19.53,apple_pay,NY,FALSE,,new,facebook_ads,1/26/24 22:40,1/27/24 1:49
BM_0021_2024,CUST_BM_021,1/21/24 11:08,fulfilled,176.9,163.79,13.1,0,3.19,google_pay,IL,FALSE,,new,tiktok_ads,1/21/24 11:08,1/21/24 13:46
BM_0022_2024,CUST_BM_022,1/3/24 2:20,fulfilled,206.15,190.88,15.27,0,11.1,apple_pay,AZ,FALSE,,new,youtube_ads,1/3/24 2:20,1/3/24 19:19
BM_0023_2024,CUST_BM_023,1/25/24 12:27,fulfilled,110.22,102.05,8.16,0,9.93,apple_pay,OH,FALSE,,new,direct,1/25/24 12:27,1/26/24 4:22
BM_0024_2024,CUST_BM_024,1/4/24 18:32,fulfilled,39.56,27.38,2.19,9.99,7.61,google_pay,PA,FALSE,,new,word_of_mouth,1/4/24 18:32,1/5/24 11:56
BM_0025_2024,CUST_BM_025,1/20/24 21:56,fulfilled,72.93,67.53,5.4,0,22.46,paypal,WI,FALSE,,new,google_search,1/20/24 21:56,1/21/24 7:24
BM_0026_2024,CUST_BM_026,1/1/24 13:36,fulfilled,62.9,48.99,3.92,9.99,0,apple_pay,WA,FALSE,,new,instagram_ads,1/1/24 13:36,1/1/24 16:44
BM_0027_2024,CUST_BM_027,1/28/24 19:28,fulfilled,24.14,22.35,1.79,0,6.64,apple_pay,IL,FALSE,,new,facebook_ads,1/28/24 19:28,1/29/24 3:25
BM_0028_2024,CUST_BM_028,1/1/24 10:30,fulfilled,294.69,272.86,21.83,0,54.12,google_pay,OH,FALSE,,new,direct,1/1/24 10:30,1/1/24 23:28
BM_0029_2024,CUST_BM_029,1/7/24 15:23,fulfilled,245.82,227.61,18.21,0,1.36,credit_card,AZ,FALSE,,new,direct,1/7/24 15:23,1/8/24 12:28
BM_0030_2024,CUST_BM_030,1/4/24 22:53,fulfilled,324.42,300.39,24.03,0,38.58,credit_card,IL,FALSE,,new,direct,1/4/24 22:53,1/5/24 18:45
BM_0031_2024,CUST_BM_031,1/27/24 4:08,fulfilled,123.96,114.78,9.18,0,45.21,google_pay,WI,FALSE,,new,email,1/27/24 4:08,1/27/24 20:24
BM_0032_2024,CUST_BM_032,1/12/24 2:07,fulfilled,123,113.89,9.11,0,3.09,google_pay,IL,FALSE,,new,instagram_ads,1/12/24 2:07,1/12/24 14:03
BM_0033_2024,CUST_BM_033,1/18/24 17:07,fulfilled,43.19,39.99,3.2,0,0,credit_card,TX,FALSE,,new,amazon_ads,1/18/24 17:07,1/19/24 11:07
BM_0034_2024,CUST_BM_034,1/26/24 20:33,fulfilled,239.25,221.53,17.72,0,3.45,apple_pay,KS,FALSE,,new,email,1/26/24 20:33,1/27/24 3:43
BM_0035_2024,CUST_BM_035,1/27/24 11:49,fulfilled,46.03,33.37,2.67,9.99,1.62,paypal,NC,FALSE,,new,podcast_sponsor,1/27/24 11:49,1/28/24 5:48
BM_0036_2024,CUST_BM_036,1/4/24 1:47,fulfilled,129.6,120,9.6,0,16.98,credit_card,WA,FALSE,,new,instagram_ads,1/4/24 1:47,1/4/24 17:59
BM_0037_2024,CUST_BM_037,1/6/24 20:19,shipped,428.93,397.16,31.77,0,32.81,paypal,IL,FALSE,,new,email,1/6/24 20:19,1/7/24 15:09
BM_0038_2024,CUST_BM_038,1/14/24 3:16,fulfilled,64.79,59.99,4.8,0,0,paypal,CA,FALSE,,new,tiktok_ads,1/14/24 3:16,1/14/24 7:16
BM_0039_2024,CUST_BM_039,1/21/24 18:38,fulfilled,48.31,35.48,2.84,9.99,4.51,paypal,IL,FALSE,,new,amazon_ads,1/21/24 18:38,1/22/24 2:01
BM_0040_2024,CUST_BM_040,1/27/24 5:00,fulfilled,40.91,28.63,2.29,9.99,0.36,apple_pay,KS,FALSE,,new,google_search,1/27/24 5:00,1/28/24 2:48
BM_0041_2024,CUST_BM_041,1/6/24 20:38,fulfilled,190.07,175.99,14.08,0,24,credit_card,PA,FALSE,,new,podcast_sponsor,1/6/24 20:38,1/7/24 5:24
BM_0042_2024,CUST_BM_042,1/8/24 10:27,fulfilled,367.18,339.98,27.2,0,0,paypal,TX,FALSE,,new,facebook_ads,1/8/24 10:27,1/9/24 3:00
BM_0043_2024,CUST_BM_043,1/19/24 3:00,processing,43.19,39.99,3.2,0,0,credit_card,NC,FALSE,,new,google_search,1/19/24 3:00,1/19/24 18:47
BM_0044_2024,CUST_BM_044,1/26/24 2:49,processing,327.51,303.25,24.26,0,36.73,credit_card,OH,FALSE,,new,facebook_ads,1/26/24 2:49,1/26/24 14:37
BM_0045_2024,CUST_BM_045,1/18/24 4:33,fulfilled,194.38,179.98,14.4,0,0,google_pay,GA,FALSE,,new,email,1/18/24 4:33,1/18/24 7:53
BM_0046_2024,CUST_BM_046,1/28/24 9:24,fulfilled,190.14,176.06,14.08,0,8.92,credit_card,CA,FALSE,,new,instagram_ads,1/28/24 9:24,1/28/24 10:55
BM_0047_2024,CUST_BM_047,1/1/24 12:31,fulfilled,82.2,76.11,6.09,0,13.88,credit_card,GA,FALSE,,new,podcast_sponsor,1/1/24 12:31,1/2/24 11:35
BM_0048_2024,CUST_BM_048,1/27/24 19:39,fulfilled,103.07,95.44,7.64,0,4.54,paypal,FL,FALSE,,new,google_search,1/27/24 19:39,1/28/24 9:44
BM_0049_2024,CUST_BM_049,1/25/24 20:36,fulfilled,83.15,76.99,6.16,0,0,paypal,WI,FALSE,,new,podcast_sponsor,1/25/24 20:36,1/26/24 15:22
BM_0050_2024,CUST_BM_050,1/29/24 23:25,fulfilled,53.18,39.99,3.2,9.99,0,google_pay,FL,FALSE,,new,word_of_mouth,1/29/24 23:25,1/30/24 8:51
BM_0051_2024,CUST_BM_051,1/22/24 12:31,fulfilled,436.29,403.97,32.32,0,0,apple_pay,AZ,FALSE,,new,tiktok_ads,1/22/24 12:31,1/23/24 5:09
BM_0052_2024,CUST_BM_052,1/28/24 21:12,fulfilled,173.04,160.22,12.82,0,8.75,credit_card,MN,FALSE,,new,facebook_ads,1/28/24 21:12,1/29/24 9:50
BM_0053_2024,CUST_BM_053,1/19/24 23:07,fulfilled,35.63,32.99,2.64,0,0,paypal,MN,FALSE,,new,email,1/19/24 23:07,1/20/24 4:40
BM_0054_2024,CUST_BM_054,1/9/24 21:30,fulfilled,102.58,94.98,7.6,0,0,apple_pay,NC,FALSE,,new,direct,1/9/24 21:30,1/9/24 21:41
BM_0055_2024,CUST_BM_055,1/24/24 3:06,fulfilled,55.73,51.6,4.13,0,14.38,apple_pay,OH,FALSE,,new,instagram_ads,1/24/24 3:06,1/24/24 5:23
BM_0056_2024,CUST_BM_056,1/19/24 2:49,fulfilled,215.99,199.99,16,0,0,credit_card,WI,FALSE,,new,word_of_mouth,1/19/24 2:49,1/19/24 3:47
BM_0057_2024,CUST_BM_057,1/25/24 6:08,fulfilled,194.44,180.03,14.4,0,21.95,apple_pay,CA,FALSE,,new,email,1/25/24 6:08,1/25/24 21:00
BM_0058_2024,CUST_BM_058,1/8/24 19:46,fulfilled,133.89,123.97,9.92,0,8.01,credit_card,CA,FALSE,,new,podcast_sponsor,1/8/24 19:46,1/9/24 18:24
BM_0059_2024,CUST_BM_059,1/7/24 15:02,fulfilled,204.11,188.99,15.12,0,26.98,paypal,CA,FALSE,,new,email,1/7/24 15:02,1/8/24 1:14
BM_0060_2024,CUST_BM_060,1/5/24 14:49,fulfilled,194.38,179.98,14.4,0,0,apple_pay,FL,FALSE,,new,tiktok_ads,1/5/24 14:49,1/5/24 19:31
BM_0061_2024,CUST_BM_061,1/16/24 4:08,fulfilled,215.99,199.99,16,0,0,paypal,CO,FALSE,,new,amazon_ads,1/16/24 4:08,1/16/24 19:48
BM_0062_2024,CUST_BM_062,1/20/24 7:58,fulfilled,62.07,57.47,4.6,0,2.52,credit_card,KS,FALSE,,new,amazon_ads,1/20/24 7:58,1/20/24 20:14
BM_0063_2024,CUST_BM_063,1/6/24 7:42,fulfilled,252.65,233.93,18.71,0,16.05,apple_pay,UT,FALSE,,new,email,1/6/24 7:42,1/6/24 11:09
BM_0064_2024,CUST_BM_064,1/23/24 3:14,fulfilled,310.5,287.5,23,0,17.48,credit_card,UT,FALSE,,new,direct,1/23/24 3:14,1/23/24 10:41
BM_0065_2024,CUST_BM_065,1/20/24 10:35,fulfilled,60.81,56.31,4.5,0,5.67,credit_card,FL,FALSE,,new,podcast_sponsor,1/20/24 10:35,1/20/24 19:40
BM_0066_2024,CUST_BM_066,1/3/24 17:18,fulfilled,71.26,65.98,5.28,0,0,paypal,WA,FALSE,,new,direct,1/3/24 17:18,1/3/24 22:02
BM_0067_2024,CUST_BM_067,1/4/24 13:48,shipped,269.99,249.99,20,0,0,google_pay,CO,FALSE,,new,tiktok_ads,1/4/24 13:48,1/5/24 5:20
BM_0068_2024,CUST_BM_068,1/28/24 13:11,fulfilled,152.38,141.1,11.29,0,16.88,apple_pay,OH,FALSE,,new,instagram_ads,1/28/24 13:11,1/29/24 2:52
BM_0069_2024,CUST_BM_069,1/14/24 21:01,fulfilled,245.26,227.09,18.17,0,55.89,paypal,OR,FALSE,,new,email,1/14/24 21:01,1/15/24 5:36
BM_0070_2024,CUST_BM_070,1/23/24 11:08,fulfilled,59.39,54.99,4.4,0,0,credit_card,NC,FALSE,,new,google_search,1/23/24 11:08,1/23/24 23:33
BM_0071_2024,CUST_BM_071,1/16/24 2:38,fulfilled,97.19,89.99,7.2,0,0,paypal,OR,FALSE,,new,direct,1/16/24 2:38,1/16/24 6:07
BM_0072_2024,CUST_BM_072,1/26/24 3:01,fulfilled,59.39,54.99,4.4,0,0,apple_pay,OH,FALSE,,new,amazon_ads,1/26/24 3:01,1/26/24 8:36
BM_0073_2024,CUST_BM_073,1/17/24 16:33,fulfilled,397.58,368.13,29.45,0,41.85,credit_card,PA,FALSE,,new,instagram_ads,1/17/24 16:33,1/18/24 4:48
BM_0074_2024,CUST_BM_074,1/2/24 18:11,fulfilled,59.39,54.99,4.4,0,0,google_pay,AZ,FALSE,,new,podcast_sponsor,1/2/24 18:11,1/2/24 21:20
BM_0075_2024,CUST_BM_075,1/20/24 18:10,fulfilled,97.19,89.99,7.2,0,0,google_pay,TX,FALSE,,new,google_search,1/20/24 18:10,1/21/24 10:37
BM_0076_2024,CUST_BM_076,1/7/24 19:20,fulfilled,63.43,58.73,4.7,0,9.25,apple_pay,OH,FALSE,,new,instagram_ads,1/7/24 19:20,1/8/24 13:10
BM_0077_2024,CUST_BM_077,1/27/24 18:08,fulfilled,361.65,334.86,26.79,0,54.11,apple_pay,WA,FALSE,,new,instagram_ads,1/27/24 18:08,1/28/24 1:42
BM_0078_2024,CUST_BM_078,1/2/24 6:12,fulfilled,283.69,262.68,21.01,0,20.3,apple_pay,NC,FALSE,,new,amazon_ads,1/2/24 6:12,1/2/24 18:35
BM_0079_2024,CUST_BM_079,1/26/24 7:20,fulfilled,154.56,143.11,11.45,0,43.86,credit_card,CO,FALSE,,new,amazon_ads,1/26/24 7:20,1/27/24 4:01
BM_0080_2024,CUST_BM_080,1/16/24 0:06,fulfilled,77.08,71.37,5.71,0,18.62,credit_card,NV,FALSE,,new,word_of_mouth,1/16/24 0:06,1/16/24 3:05
BM_0081_2024,CUST_BM_081,1/7/24 1:58,fulfilled,96.1,88.98,7.12,0,0,credit_card,TX,FALSE,,new,amazon_ads,1/7/24 1:58,1/7/24 22:41
BM_0082_2024,CUST_BM_082,1/7/24 1:26,fulfilled,53.93,40.68,3.25,9.99,14.31,google_pay,AZ,FALSE,,new,facebook_ads,1/7/24 1:26,1/7/24 3:33
BM_0083_2024,CUST_BM_083,1/20/24 1:30,fulfilled,38.87,26.74,2.14,9.99,6.25,apple_pay,CA,FALSE,,new,facebook_ads,1/20/24 1:30,1/20/24 18:34
BM_0084_2024,CUST_BM_084,1/26/24 17:00,fulfilled,338.96,313.85,25.11,0,69.11,paypal,NV,FALSE,,new,facebook_ads,1/26/24 17:00,1/27/24 4:32
BM_0085_2024,CUST_BM_085,1/11/24 15:56,fulfilled,214.48,198.59,15.89,0,80.39,apple_pay,FL,FALSE,,new,facebook_ads,1/11/24 15:56,1/11/24 23:47
BM_0086_2024,CUST_BM_086,1/4/24 20:31,fulfilled,462.93,428.64,34.29,0,41.33,credit_card,OH,FALSE,,new,google_search,1/4/24 20:31,1/5/24 3:38
BM_0087_2024,CUST_BM_087,1/9/24 14:57,fulfilled,90.7,83.98,6.72,0,0,paypal,OR,FALSE,,new,tiktok_ads,1/9/24 14:57,1/9/24 16:12
BM_0088_2024,CUST_BM_088,1/15/24 20:15,fulfilled,207.14,191.79,15.34,0,31.18,paypal,IL,FALSE,,new,direct,1/15/24 20:15,1/16/24 8:20
BM_0089_2024,CUST_BM_089,1/18/24 10:55,fulfilled,75.66,70.06,5.6,0,4.92,apple_pay,CO,FALSE,,new,instagram_ads,1/18/24 10:55,1/19/24 0:44
BM_0090_2024,CUST_BM_090,1/20/24 2:24,fulfilled,253.44,234.66,18.77,0,15.33,credit_card,IL,FALSE,,new,direct,1/20/24 2:24,1/20/24 14:13
BM_0091_2024,CUST_BM_091,1/8/24 23:25,fulfilled,103.76,96.07,7.69,0,1.91,credit_card,MN,FALSE,,new,email,1/8/24 23:25,1/9/24 16:04
BM_0092_2024,CUST_BM_092,1/1/24 9:27,fulfilled,120.94,111.98,8.96,0,0,paypal,AZ,FALSE,,new,amazon_ads,1/1/24 9:27,1/1/24 10:19
BM_0093_2024,CUST_BM_093,1/23/24 10:03,fulfilled,381.97,353.68,28.29,0,8.29,paypal,FL,FALSE,,new,tiktok_ads,1/23/24 10:03,1/24/24 7:42
BM_0094_2024,CUST_BM_094,1/15/24 10:56,fulfilled,85.19,78.88,6.31,0,19.1,credit_card,CA,FALSE,,new,youtube_ads,1/15/24 10:56,1/16/24 0:59
BM_0095_2024,CUST_BM_095,1/26/24 16:36,fulfilled,131.72,121.97,9.76,0,3.02,apple_pay,CA,FALSE,,new,amazon_ads,1/26/24 16:36,1/27/24 11:46
BM_0096_2024,CUST_BM_096,1/24/24 16:43,fulfilled,150.1,138.98,11.12,0,0,paypal,FL,FALSE,,new,google_search,1/24/24 16:43,1/24/24 19:17
BM_0097_2024,CUST_BM_097,1/28/24 21:17,fulfilled,84.22,77.98,6.24,0,0,paypal,OR,FALSE,,new,tiktok_ads,1/28/24 21:17,1/29/24 15:50
BM_0098_2024,CUST_BM_098,1/9/24 14:32,fulfilled,303.5,281.02,22.48,0,51.94,paypal,KS,FALSE,,new,amazon_ads,1/9/24 14:32,1/10/24 5:50
BM_0099_2024,CUST_BM_099,1/2/24 19:12,fulfilled,165.27,153.03,12.24,0,46.96,apple_pay,IL,FALSE,,new,word_of_mouth,1/2/24 19:12,1/3/24 11:54
BM_0100_2024,CUST_BM_100,1/4/24 15:14,fulfilled,304.27,281.73,22.54,0,1.25,paypal,CA,FALSE,,new,word_of_mouth,1/4/24 15:14,1/4/24 18:58
BM_0101_2024,CUST_BM_101,1/8/24 16:27,fulfilled,263.5,243.98,19.52,0,34.99,paypal,GA,FALSE,,new,word_of_mouth,1/8/24 16:27,1/8/24 23:46
BM_0102_2024,CUST_BM_102,1/1/24 19:34,fulfilled,233.37,216.08,17.29,0,3.9,paypal,NY,FALSE,,new,word_of_mouth,1/1/24 19:34,1/2/24 19:24
BM_0103_2024,CUST_BM_103,1/10/24 16:49,fulfilled,474.59,439.43,35.15,0,30.53,google_pay,UT,FALSE,,new,word_of_mouth,1/10/24 16:49,1/11/24 1:52
BM_0104_2024,CUST_BM_104,1/18/24 16:16,fulfilled,189.81,175.75,14.06,0,53.23,credit_card,NC,FALSE,,new,email,1/18/24 16:16,1/19/24 0:50
BM_0105_2024,CUST_BM_105,1/30/24 5:57,fulfilled,331.99,307.4,24.59,0,7.57,credit_card,MN,FALSE,,new,facebook_ads,1/30/24 5:57,1/30/24 17:52
BM_0106_2024,CUST_BM_106,1/16/24 1:22,fulfilled,91.48,84.7,6.78,0,29.28,paypal,OH,FALSE,,new,direct,1/16/24 1:22,1/16/24 15:37
BM_0107_2024,CUST_BM_107,1/25/24 22:39,fulfilled,217.98,201.83,16.15,0,7.15,paypal,OH,FALSE,,new,podcast_sponsor,1/25/24 22:39,1/26/24 11:42
BM_0108_2024,CUST_BM_108,1/29/24 14:17,fulfilled,298.93,276.79,22.14,0,38.19,paypal,GA,FALSE,,new,direct,1/29/24 14:17,1/29/24 16:55
BM_0109_2024,CUST_BM_109,1/6/24 4:43,fulfilled,340.17,314.97,25.2,0,0,apple_pay,GA,FALSE,,new,tiktok_ads,1/6/24 4:43,1/6/24 9:31
BM_0110_2024,CUST_BM_110,1/27/24 8:53,fulfilled,53.14,49.21,3.94,0,5.78,paypal,WI,FALSE,,new,youtube_ads,1/27/24 8:53,1/27/24 21:56
BM_0111_2024,CUST_BM_111,1/23/24 18:52,fulfilled,117.55,108.84,8.71,0,10.14,google_pay,AZ,FALSE,,new,email,1/23/24 18:52,1/24/24 8:23
BM_0112_2024,CUST_BM_112,1/6/24 5:00,fulfilled,52.17,48.31,3.86,0,0.68,credit_card,NY,FALSE,,new,direct,1/6/24 5:00,1/7/24 3:13
BM_0113_2024,CUST_BM_113,1/16/24 13:29,fulfilled,314.29,291.01,23.28,0,33.97,apple_pay,TX,FALSE,,new,facebook_ads,1/16/24 13:29,1/17/24 10:04
BM_0114_2024,CUST_BM_114,1/27/24 22:25,fulfilled,83.47,77.29,6.18,0,12.7,google_pay,CA,FALSE,,new,tiktok_ads,1/27/24 22:25,1/28/24 16:24
BM_0115_2024,CUST_BM_115,1/6/24 1:53,fulfilled,172.79,159.99,12.8,0,0,google_pay,AZ,FALSE,,new,email,1/6/24 1:53,1/6/24 10:36
BM_0116_2024,CUST_BM_116,1/14/24 8:06,fulfilled,237.58,219.98,17.6,0,0,credit_card,IL,FALSE,,new,email,1/14/24 8:06,1/14/24 23:42
BM_0117_2024,CUST_BM_117,1/28/24 3:17,fulfilled,94.65,87.63,7.01,0,7.35,apple_pay,AZ,FALSE,,new,email,1/28/24 3:17,1/28/24 7:49
BM_0118_2024,CUST_BM_118,1/17/24 23:47,fulfilled,85.69,79.35,6.35,0,10.64,google_pay,TX,FALSE,,new,youtube_ads,1/17/24 23:47,1/18/24 13:30
BM_0119_2024,CUST_BM_119,1/29/24 5:10,fulfilled,55.16,51.08,4.09,0,8.91,google_pay,TX,FALSE,,new,youtube_ads,1/29/24 5:10,1/29/24 12:09
BM_0120_2024,CUST_BM_120,1/22/24 3:28,fulfilled,269.99,249.99,20,0,0,paypal,NV,FALSE,,new,facebook_ads,1/22/24 3:28,1/22/24 21:03
BM_0121_2024,CUST_BM_121,1/5/24 5:11,fulfilled,485.98,449.98,36,0,0,paypal,CO,FALSE,,new,google_search,1/5/24 5:11,1/6/24 3:00
BM_0122_2024,CUST_BM_122,1/6/24 23:31,fulfilled,165.12,152.89,12.23,0,6.08,google_pay,WI,FALSE,,new,direct,1/6/24 23:31,1/7/24 8:13
BM_0123_2024,CUST_BM_123,1/5/24 7:23,fulfilled,113.06,104.68,8.37,0,18.3,paypal,GA,FALSE,,new,word_of_mouth,1/5/24 7:23,1/6/24 1:43
BM_0124_2024,CUST_BM_124,1/20/24 2:03,fulfilled,41.3,28.99,2.32,9.99,0,google_pay,NY,FALSE,,new,facebook_ads,1/20/24 2:03,1/20/24 12:20
BM_0125_2024,CUST_BM_125,1/9/24 19:28,fulfilled,46.14,33.48,2.68,9.99,1.51,credit_card,CA,FALSE,,new,email,1/9/24 19:28,1/9/24 20:29
BM_0126_2024,CUST_BM_126,1/5/24 22:02,fulfilled,81.83,75.77,6.06,0,17.21,credit_card,WI,FALSE,,new,word_of_mouth,1/5/24 22:02,1/6/24 13:07
BM_0127_2024,CUST_BM_127,1/7/24 6:08,fulfilled,515.79,477.58,38.21,0,5.39,credit_card,OR,FALSE,,new,instagram_ads,1/7/24 6:08,1/7/24 22:44
BM_0128_2024,CUST_BM_128,1/15/24 6:20,fulfilled,357.28,330.81,26.46,0,29.17,paypal,WI,FALSE,,new,facebook_ads,1/15/24 6:20,1/16/24 3:44
BM_0129_2024,CUST_BM_129,1/7/24 4:45,fulfilled,226.62,209.83,16.79,0,12.14,credit_card,FL,FALSE,,new,podcast_sponsor,1/7/24 4:45,1/8/24 2:06
BM_0130_2024,CUST_BM_130,1/10/24 2:56,fulfilled,213.28,197.48,15.8,0,11.5,apple_pay,WI,FALSE,,new,podcast_sponsor,1/10/24 2:56,1/10/24 15:56
BM_0131_2024,CUST_BM_131,1/11/24 10:50,fulfilled,200.14,185.32,14.83,0,14.67,apple_pay,KS,FALSE,,new,direct,1/11/24 10:50,1/11/24 21:03
BM_0132_2024,CUST_BM_132,1/20/24 5:06,fulfilled,252.31,233.62,18.69,0,16.36,credit_card,NY,FALSE,,new,amazon_ads,1/20/24 5:06,1/20/24 7:33
BM_0133_2024,CUST_BM_133,1/11/24 10:35,fulfilled,88.09,81.56,6.53,0,8.43,google_pay,CO,FALSE,,new,google_search,1/11/24 10:35,1/11/24 21:15
BM_0134_2024,CUST_BM_134,1/21/24 2:07,fulfilled,83.15,76.99,6.16,0,0,apple_pay,PA,FALSE,,new,podcast_sponsor,1/21/24 2:07,1/21/24 9:10
BM_0135_2024,CUST_BM_135,1/15/24 7:58,fulfilled,161.98,149.98,12,0,0,google_pay,CO,FALSE,,new,email,1/15/24 7:58,1/15/24 21:36
BM_0136_2024,CUST_BM_136,1/19/24 14:16,fulfilled,442.78,409.98,32.8,0,0,google_pay,CA,FALSE,,new,word_of_mouth,1/19/24 14:16,1/19/24 16:58
BM_0137_2024,CUST_BM_137,1/3/24 16:17,fulfilled,63.93,49.95,4,9.99,5.04,apple_pay,MN,FALSE,,new,tiktok_ads,1/3/24 16:17,1/3/24 20:32
BM_0138_2024,CUST_BM_138,1/24/24 12:30,fulfilled,44.9,32.32,2.59,9.99,2.67,credit_card,WA,FALSE,,new,word_of_mouth,1/24/24 12:30,1/25/24 6:49
BM_0139_2024,CUST_BM_139,1/20/24 2:12,fulfilled,230.74,213.65,17.09,0,71.33,credit_card,IL,FALSE,,new,tiktok_ads,1/20/24 2:12,1/20/24 7:04
BM_0140_2024,CUST_BM_140,1/11/24 23:59,fulfilled,41.85,29.5,2.36,9.99,3.49,google_pay,OR,FALSE,,new,instagram_ads,1/11/24 23:59,1/12/24 22:45
BM_0141_2024,CUST_BM_141,1/4/24 9:31,fulfilled,261.64,242.26,19.38,0,36.72,paypal,IL,FALSE,,new,instagram_ads,1/4/24 9:31,1/4/24 20:39
BM_0142_2024,CUST_BM_142,1/18/24 9:27,fulfilled,64.15,59.39,4.75,0,8.59,google_pay,KS,FALSE,,new,amazon_ads,1/18/24 9:27,1/18/24 12:50
BM_0143_2024,CUST_BM_143,1/18/24 6:32,fulfilled,419.62,388.54,31.08,0,15.43,google_pay,GA,FALSE,,new,youtube_ads,1/18/24 6:32,1/18/24 12:45
BM_0144_2024,CUST_BM_144,1/12/24 4:10,fulfilled,213.67,197.84,15.83,0,64.13,paypal,WI,FALSE,,new,tiktok_ads,1/12/24 4:10,1/12/24 20:07
BM_0145_2024,CUST_BM_145,1/11/24 15:34,fulfilled,430.03,398.18,31.85,0,5.79,apple_pay,NV,FALSE,,new,direct,1/11/24 15:34,1/12/24 13:00
BM_0146_2024,CUST_BM_146,1/8/24 6:29,fulfilled,109.58,101.46,8.12,0,23.53,google_pay,NC,FALSE,,new,youtube_ads,1/8/24 6:29,1/9/24 2:00
BM_0147_2024,CUST_BM_147,1/8/24 9:05,fulfilled,122.29,113.23,9.06,0,6.75,google_pay,WA,FALSE,,new,word_of_mouth,1/8/24 9:05,1/8/24 20:09
